DOEID,REGIONC,DIVISION,REPORTABLE_DOMAIN,HDD65,CDD65,TOTSQFT,Y1_BTUEL,DOLLAREL,Y2_BTUNG,DOLLARNG,HDD50,CDD80,WSF,OA_LAT
1687,2,4,10,6146,885,3748,39194,1031,105268,894,3492,41,.57,2
1688,3,6,19,3765,1500,5002,103100,2800,82513,1236,1279,82,.45,10
1689,2,3,8,7260,312,3200,31332,1075,83025,1017,3494,24,.6,2
1692,3,5,16,3051,1746,2486,98347,3051,8098,113,888,3,.44,10
1693,1,2,3,5191,756,2019,41459,2500,115518,1857,2105,21,.55,5
1694,4,10,26,1307,1171,4536,24897,1245,56580,654,12,47,.41,1
1698,4,8,23,5828,1112,1251,33465,816,36183,324,2579,112,.59,0
1701,3,7,21,2064,2814,1050,48631,1765,50533,649,493,612,.53,6
1702,4,10,26,1178,1276,3415,39862,2769,29111,312,0,101,.39,0
1703,2,3,6,5825,709,1114,24519,941,55248,791,2598,13,.56,3
1704,2,4,12,4309,1487,484,18670,519,30853,571,1726,124,.53,6
1705,3,7,21,2019,2877,2320,58226,2341,50430,642,475,611,.53,6
1706,2,4,11,6164,914,742,13675,342,63858,582,3157,29,.6,2
1708,4,8,22,9059,0,1008,22233,585,92353,825,2783,0,.63,0
1709,2,3,6,5916,735,3225,39859,1205,85895,885,2869,33,.54,4
1713,3,7,21,513,4110,1800,73525,2811,24293,302,60,767,.52,21
1714,2,3,7,6074,692,1274,57421,1406,64678,775,2800,7,.53,3
1715,3,7,21,4082,1307,1960,42964,1055,55965,628,1461,110,.68,0
1718,2,3,6,6114,725,698,9703,440,80770,707,2964,27,.57,3
1719,4,10,27,4816,277,1584,22598,631,58015,836,1383,44,.57,0
1721,3,7,21,2065,2795,506,26528,963,31775,496,530,560,.54,7
1722,2,4,10,7562,658,782,9461,371,75338,661,4268,36,.65,1
1723,3,5,15,3236,1617,2106,18452,610,21935,283,859,45,.46,8
1727,3,7,21,4199,1267,898,14672,532,41000,447,1454,80,.67,0
1729,1,2,3,4599,927,1845,20905,1052,71545,1044,1897,0,.59,5
1733,3,5,13,3681,1445,8142,117902,3546,82410,1078,1231,61,.51,9
1734,3,6,18,1595,2701,2340,74539,2640,51250,905,274,267,.43,18
1735,1,1,1,6083,610,4327,39122,2387,6150,90,2814,17,.51,4
1738,1,2,3,4708,1020,4900,14296,1099,5023,74,1774,18,.57,5
1740,1,2,3,4640,914,598,11894,598,52788,770,1829,16,.61,6
1741,1,2,5,5594,557,2249,14498,413,67958,874,2568,0,.52,3
1742,4,8,22,5521,751,3894,38532,1141,136223,1057,2726,18,.61,1
1743,4,10,26,2365,728,2232,35509,2138,40385,426,158,19,.49,0
1744,4,10,26,1134,1951,5732,34512,1868,32800,349,72,176,.46,0
1745,2,3,7,5457,576,2484,17712,581,84358,1036,2446,14,.44,3
1746,1,2,3,4759,1026,446,13085,1056,9738,143,1964,18,.52,5
1748,1,2,4,4870,841,3436,48618,2549,268755,3811,2023,12,.51,4
1749,1,1,1,6241,463,1177,10581,506,157133,2615,2686,15,.52,3
1750,2,3,8,6584,426,1600,23638,773,171790,1721,3176,7,.56,2
1752,2,3,9,7080,473,4404,23229,927,164718,1724,3465,12,.63,0
1753,1,1,2,6735,421,2616,36427,1380,113468,1856,3022,9,.51,3
1755,3,5,16,3444,1594,1680,69769,1765,28393,402,1077,11,.43,8
1757,2,4,11,5312,1040,2026,28777,848,76978,866,2422,38,.58,3
1758,4,8,22,5446,774,1872,7425,287,41205,396,2335,0,.6,0
1760,4,9,25,1897,3821,2310,21073,846,65498,786,310,994,.56,0
1761,3,5,17,762,3686,2235,56414,2023,2563,50,70,404,.33,20
1762,4,10,26,2469,1066,2131,35055,1665,57503,637,310,55,.67,0
1763,1,1,1,5582,676,1880,43500,2828,150778,1976,2295,20,.58,5
1765,3,5,15,2460,2084,994,29312,870,49098,632,468,221,.41,10
1767,3,5,15,3639,1310,4350,53620,1744,64063,695,799,91,.39,7
1769,2,4,10,6604,561,902,11915,512,44280,524,3198,0,.58,3
1770,1,2,3,4727,886,1316,3255,406,127510,1860,1905,20,.61,5
1771,1,2,3,6543,459,3678,41302,1634,58015,762,3206,0,.56,2
1772,4,10,26,2858,96,468,9666,239,5125,41,71,0,.55,1
1773,2,4,10,9602,105,462,11601,341,80975,711,5029,0,.6,1
1774,4,10,26,1176,1897,3823,27078,1369,35260,383,100,138,.41,0
1776,3,5,16,3037,1868,961,36652,1432,2563,35,905,70,.4,10
1777,2,4,11,5089,1104,2885,54172,1509,66625,775,2261,73,.56,3
1778,2,4,10,6568,651,6962,111538,1813,18245,239,3521,17,.59,4
1779,2,3,8,6887,353,1066,34250,1194,75030,818,3441,0,.54,2
1780,2,3,9,7160,418,5828,41480,1451,134890,1415,3771,0,.71,3
1781,3,7,21,2311,2539,900,33577,1685,45203,563,640,545,.49,7
1782,2,4,10,8578,320,3276,57305,1854,7483,157,5531,0,.6,0
1783,4,10,27,4835,429,2000,18490,609,73493,1019,1377,0,.48,0
1784,1,2,3,4725,887,2768,22622,1138,183885,2683,1895,0,.62,4
1787,3,7,21,1362,4012,4800,50013,1886,70623,277,121,1047,.43,7
1788,3,7,21,2453,2281,2871,51607,1873,53915,684,638,271,.54,8
1790,3,5,16,3218,1598,902,11253,418,30750,402,1172,32,.42,6
1792,4,10,27,4166,484,3328,71867,2117,39463,559,1656,24,.49,1
1795,4,8,23,5898,753,2049,36351,1037,70110,614,2667,45,.53,0
1796,2,3,6,7223,336,3972,28323,1038,193418,1542,3711,9,.57,2
1797,3,5,15,3029,1729,1235,12092,434,42948,522,835,26,.47,8
1798,2,3,8,6258,570,2793,76299,2885,130585,1442,3120,1,.57,2
1799,4,9,24,1286,3542,1276,18885,629,20500,440,101,911,.45,0
1801,3,7,20,3111,1730,1807,56697,1968,97888,1376,936,130,.44,10
1803,2,4,12,5289,917,2700,55220,1759,96453,1186,2391,58,.5,5
1805,4,10,26,2290,1520,1065,33519,1069,48790,542,240,66,.51,0
1806,1,2,5,4414,1314,1757,61825,1967,77900,684,1695,40,.52,5
1809,3,5,15,3538,1319,7716,83887,2731,71545,921,1141,53,.4,5
1810,3,5,15,2857,1813,750,37181,1173,106190,878,755,50,.37,7
1811,2,4,10,7750,468,2046,46895,1443,31673,351,4481,23,.56,1
1812,4,9,24,1173,3286,2961,53248,1674,34645,638,35,1433,.38,1
1813,2,4,11,7039,488,2137,42616,1204,120950,1266,3468,0,.67,0
1814,3,5,15,2801,1850,3340,44339,1465,72263,800,795,59,.4,7
1816,3,5,15,3064,1677,4264,84270,2732,86818,1347,797,30,.46,8
1818,2,3,8,6700,394,1898,23567,873,86305,948,3247,0,.53,1
1820,4,10,26,1170,601,1144,10639,404,31160,335,0,65,.38,1
1821,2,4,11,6230,898,1318,34922,897,121463,1175,3163,36,.61,3
1822,3,7,21,4232,1255,1150,22755,826,60680,662,1394,80,.68,0
1824,3,6,19,4130,1140,3312,70601,2027,63345,787,1462,9,.41,6
1826,4,10,26,1259,1433,1809,22959,1101,29315,312,44,147,.38,0
1827,2,3,6,6994,441,945,30189,997,78925,843,3637,0,.57,2
1828,4,10,26,2750,2065,1840,54623,1668,87740,893,459,246,.46,0
1829,2,3,8,6750,423,4125,25293,959,95325,1076,3179,0,.55,1
1830,4,10,26,1309,1169,2078,46294,3263,38131,410,41,32,.4,0
1831,4,8,22,5711,704,8191,88159,2476,173635,1321,2302,20,.58,1
1832,2,3,6,5847,753,2898,17500,578,37823,503,2874,26,.56,4
1833,1,2,3,5015,843,3150,24290,1542,119105,1738,2110,7,.58,4
1834,3,5,15,2817,1840,2688,50661,1532,41308,364,752,38,.45,8
1835,1,1,1,5413,721,3126,39562,2652,125460,1712,2306,0,.58,5
1841,2,4,10,9226,373,2778,80868,1939,50738,551,5499,37,.68,0
1842,3,5,15,3144,1693,6048,66056,1911,93480,1329,720,32,.45,8
1843,4,10,26,834,1521,1240,15204,433,34748,275,0,55,.33,1
1845,2,4,10,8288,390,1458,25245,743,81283,717,4679,6,.59,0
1846,4,8,22,5570,741,1200,16255,528,81693,697,2381,39,.57,0
1848,4,8,23,7040,390,1201,34417,719,66420,488,3682,0,.73,0
1849,1,1,1,5940,605,4350,33926,2302,139913,1873,2687,43,.52,3
1850,2,4,12,5491,898,3384,35649,1230,169843,2172,2588,27,.49,5
1851,1,1,2,6533,429,694,16258,797,44178,616,3078,40,.55,3
1852,2,4,11,5418,905,1212,16941,587,67035,792,2538,23,.51,5
1853,2,4,12,5357,753,1050,36922,1035,42026,770,2157,0,.45,6
1854,2,3,6,7174,399,1971,32666,1130,67445,558,3443,8,.6,2
1855,1,2,3,6965,299,2208,16132,662,63243,932,3571,0,.52,1
1856,2,4,11,5267,948,5567,40354,1319,217198,2170,2489,54,.51,5
1857,1,1,2,6556,351,4836,10147,510,105165,1562,2892,30,.58,3
1860,1,2,3,6693,415,1800,19264,980,88355,1393,2550,19,.48,3
1862,4,8,23,5763,1134,900,29879,785,50430,443,2628,40,.61,2
1863,2,3,6,4945,995,1916,72928,2208,46638,622,2187,46,.42,6
1864,3,7,21,2021,2874,992,44138,1827,6253,68,496,625,.54,6
1865,1,2,3,4917,826,829,8387,422,50225,732,1815,27,.6,5
1866,4,8,22,6285,348,3287,21260,568,47765,514,3051,33,.63,1
1867,4,10,26,2350,235,1573,13051,434,47048,534,48,0,.54,0
1869,3,7,21,2036,2852,992,28449,1032,12198,134,482,611,.53,6
1872,1,2,3,4858,1021,3544,38044,1914,16708,244,1773,64,.52,4
1873,4,8,22,6073,432,3700,44991,1192,85485,680,2620,8,.62,0
1874,2,4,11,6282,708,3100,16678,982,59758,704,3062,0,.55,4
1875,2,3,6,7193,399,4180,40490,1365,140528,983,3203,14,.6,3
1876,1,1,2,6059,543,1326,25802,1220,44075,752,2646,28,.51,4
1877,3,7,21,1104,3446,2958,50515,1833,50430,550,142,630,.41,15
1880,3,5,16,3283,1650,2349,48659,1425,7688,108,1050,32,.42,7
1881,1,1,2,6311,451,3339,32612,1305,86305,1346,2841,32,.58,3
1884,2,3,7,6224,603,1800,11379,444,82000,928,3097,35,.62,2
1886,4,10,26,3040,1244,2133,13495,351,35670,304,445,84,.51,0
1887,2,3,9,8024,164,2574,18514,615,54428,590,4194,27,.6,1
1888,1,2,5,4664,983,2021,42670,1644,58835,1163,1845,3,.49,5
1890,1,2,3,4853,847,689,11079,557,60885,888,1881,46,.6,5
1891,4,10,26,1327,1957,640,8127,212,23883,193,40,170,.42,0
1892,4,10,26,1166,1016,470,11157,482,50020,460,16,14,.36,2
1893,1,2,3,4795,865,581,21154,1064,58220,850,1933,44,.61,6
1894,3,6,18,3165,1812,6336,82100,1929,69700,963,1032,114,.45,10
1895,4,9,25,2687,2103,3439,41118,1607,65190,605,500,180,.49,0
1898,4,8,22,6356,290,3724,21803,643,83333,707,2766,41,.61,0
1899,4,8,22,6410,398,4203,53770,1575,118900,1021,2538,3,.63,1
1900,4,10,26,2435,373,1038,22117,919,45510,497,147,18,.47,1
1903,4,8,23,7275,342,1768,17087,451,119003,942,3156,24,.64,0
1904,2,4,10,7198,449,2182,24727,1005,89380,916,3782,0,.55,3
1905,3,7,21,1156,3327,2384,42285,1829,36490,513,190,586,.38,15
1906,4,10,26,1376,1827,3326,70154,3595,55350,561,19,185,.41,0
1909,1,1,2,6641,397,831,10714,605,132840,1924,2863,28,.52,3
1911,2,4,10,5949,728,2889,21513,877,80668,835,2838,0,.57,4
1912,4,9,24,1015,4464,2838,61269,2341,30033,545,55,1523,.47,0
1914,2,3,9,7240,400,5370,31131,1179,88970,970,3905,24,.69,2
1915,1,2,3,7682,161,4532,26259,907,27265,398,3538,0,.52,1
1916,3,6,18,4124,1327,666,37955,843,80565,941,1571,5,.47,6
1917,4,10,26,895,1309,936,13187,570,25215,206,23,65,.35,0
1918,2,4,10,7771,605,2622,33632,990,148933,1256,4104,0,.6,1
1922,2,3,8,6540,439,806,18295,711,64165,705,3255,7,.55,2
1923,4,9,25,4254,1425,926,16821,524,40385,393,1480,81,.54,0
1924,1,2,3,4699,1048,931,10710,683,5023,74,1863,3,.61,5
1925,2,4,11,4516,1382,3652,60645,1553,73595,838,1995,85,.63,4
1926,4,8,23,7735,350,4130,48126,1271,103935,846,3699,0,.72,1
1927,4,10,26,1891,2619,2153,30797,1331,55965,515,226,432,.42,0
1928,4,10,26,2467,665,900,11137,429,21013,216,152,55,.49,0
1929,4,10,26,2302,266,5222,19831,857,90508,1061,207,0,.54,1
1930,4,10,26,1132,1202,944,6490,179,68163,633,14,2,.39,3
1931,3,7,21,3569,1645,3360,80202,1817,85485,886,1263,202,.67,0
1933,4,10,26,1131,1203,913,10390,422,31980,339,0,30,.38,2
1937,2,3,7,5609,663,6638,97399,2114,269063,2759,2339,20,.54,3
1938,3,5,17,1240,2797,1210,35355,1365,13735,270,242,189,.39,21
1939,1,1,1,6635,451,2340,22164,1100,144628,2187,3373,5,.55,3
1940,2,3,8,6205,582,2475,10158,432,76670,897,2932,25,.56,2
1941,3,7,20,4257,1374,1312,75299,1716,90098,765,1622,118,.54,7
1943,1,2,3,4845,875,4157,14068,895,139298,2115,1873,0,.56,5
1945,4,10,26,2499,499,1120,16661,585,15888,146,217,57,.61,0
1946,4,10,26,2803,126,3198,19070,899,43358,483,155,28,.54,0
1947,4,10,26,817,1418,1184,12399,492,17323,166,0,0,.39,1
1949,2,4,11,5289,1036,642,27818,815,36593,500,2236,82,.55,6
1953,3,5,15,3385,1500,1725,25692,867,63960,721,966,20,.39,7
1954,3,7,21,1248,3299,4816,63334,2298,35260,509,144,623,.43,16
1956,4,8,22,5917,486,3344,28695,867,103320,854,2614,2,.58,0
1958,4,10,26,1162,2005,4770,101336,7482,376790,3408,59,149,.42,0
1959,3,7,21,3609,1670,1710,71000,1874,47765,609,1251,236,.69,0
1960,3,5,15,3072,1705,2080,58806,1977,76875,842,853,83,.46,7
1961,4,10,26,1056,1088,1537,15316,659,25625,265,22,8,.39,1
1962,2,4,12,4211,1522,2235,49034,1036,161745,1761,1722,101,.46,7
1963,4,10,27,4808,360,2688,35058,1004,96965,1353,1359,26,.57,0
1964,4,10,26,1081,1634,2172,24720,835,75645,697,8,103,.42,1
1966,4,10,26,992,1152,2240,6107,247,23780,219,2,0,.39,1
1967,2,3,7,5324,895,1069,25948,913,36183,413,2422,0,.48,4
1968,3,5,14,4982,889,1144,29705,1271,42948,745,2037,7,.52,6
1969,2,4,12,4803,1170,6224,59741,1293,133660,1444,2041,22,.49,6
1972,3,6,19,3862,1247,1280,58680,1603,2563,30,1261,31,.43,7
1974,2,4,10,7627,488,889,17125,508,14965,202,4253,25,.68,0
1977,2,3,7,5044,949,9673,63228,1970,163590,1857,1915,0,.48,4
1979,3,5,17,820,3551,1232,37129,1368,35158,693,127,375,.32,19
1980,4,10,26,1037,1107,1389,7264,119,29520,252,42,34,.4,0
1982,3,6,18,4289,1166,2352,35993,1049,10865,210,1665,26,.43,6
1984,4,10,26,3383,27,2997,12031,417,70008,790,155,0,.5,0
1985,3,5,17,306,4142,2304,44707,1647,2563,50,8,472,.35,25
1986,4,8,22,6673,283,5198,31459,995,110085,862,3186,0,.6,0
1987,1,2,3,5321,670,1762,22448,1199,88663,1293,2380,30,.5,3
1988,4,10,26,840,1364,1675,34594,1279,32390,279,0,48,.35,1
1989,3,5,16,3044,1865,774,70714,2480,2563,35,921,87,.4,11
1990,3,5,17,1251,2674,5520,91820,4296,74108,1044,215,144,.38,18
1992,4,9,25,2209,3468,1980,27549,1077,45613,584,375,974,.56,0
1993,1,1,2,5996,578,1705,12754,761,72673,1149,2798,0,.66,4
1995,4,10,26,2786,1543,962,18814,648,21935,226,376,131,.52,1
1996,3,5,15,2821,1837,3875,14634,522,65395,842,796,61,.37,7
2000,3,5,17,518,3830,1240,98167,3817,15888,422,38,464,.36,21
2004,4,10,27,0,4482,473,5138,418,11275,339,0,202,.42,28
2005,4,10,26,1213,1876,2902,25539,1048,100040,1048,93,124,.4,0
2006,2,3,8,6965,365,2115,21530,682,22755,251,3539,0,.6,1
2009,4,10,26,1176,1684,2097,4651,177,15273,161,146,42,.42,0
2011,2,3,9,8593,312,2775,43080,1540,77695,815,4865,30,.5,0
2013,2,4,12,4991,1113,2227,23901,719,72570,954,2253,3,.6,5
2014,4,10,26,1316,1162,5260,36682,2432,67138,788,73,43,.4,0
2015,4,10,26,2403,393,1706,30647,1869,22755,210,222,36,.54,0
2019,4,8,23,5852,765,1073,23229,662,43050,372,2692,0,.55,0
2020,2,4,12,5490,905,3877,58465,1313,144628,1877,2324,10,.54,5
2021,2,3,6,4442,1385,1177,17442,571,60270,753,1867,64,.56,5
2022,4,9,24,1038,3832,1015,41302,1299,24703,426,70,1047,.43,0
2023,4,10,26,1666,2080,2106,26368,1139,50738,469,261,166,.45,1
2024,1,1,1,6526,425,2002,38184,2197,72263,1201,2954,0,.51,3
2026,1,1,2,5839,542,2006,5459,202,1845,73,2417,0,.69,4
2027,2,3,9,7481,375,5989,88518,3117,58938,612,3670,9,.67,2
2030,3,5,13,4831,1323,4095,63026,2049,109573,1415,1584,20,.4,6
2031,2,4,11,4793,1125,2307,33775,993,126690,1346,1899,50,.56,7
2033,3,6,18,4945,918,2400,26194,602,75440,735,1639,5,.43,6
2035,3,5,15,3183,1734,1164,19970,713,80873,798,765,29,.47,9
2039,4,10,26,2571,241,1477,16340,613,67855,710,169,40,.53,0
2041,3,5,17,1063,2551,2387,68366,2289,2563,50,107,70,.37,21
2042,3,5,15,3200,1636,2769,32933,1169,72160,1144,889,44,.45,8
2043,2,3,7,6118,582,3472,27136,770,102193,1062,2974,54,.52,2
2044,3,7,21,2441,2293,3064,46103,1788,49918,462,563,361,.54,8
2045,1,1,1,6174,480,1377,27777,1270,13428,223,2870,27,.58,4
2046,4,10,26,1108,1036,517,9018,322,1845,74,1,28,.39,0
2047,1,1,2,5913,500,1072,23130,1097,80975,1241,2575,0,.54,4
2048,4,10,26,2920,1930,2214,39644,1274,79028,907,542,269,.48,0
2049,1,2,3,4662,907,808,9717,747,27265,398,1877,26,.62,4
2051,2,4,10,7422,510,3469,57284,1274,114493,1142,4075,16,.57,3
2053,2,4,10,7172,615,3034,32762,1106,116338,1021,3735,17,.5,0
2054,2,3,9,8375,189,3604,31076,1113,121770,1270,4518,0,.62,2
2056,4,9,24,1005,4493,4328,52797,1955,11685,302,54,1571,.48,0
2057,4,9,24,3183,2209,2080,30797,985,91943,1112,852,333,.55,0
2058,4,8,23,5684,1155,746,24154,672,44280,376,2737,14,.56,0
2060,4,10,26,1103,1611,1593,18258,694,27778,279,20,65,.42,0
2061,1,2,4,4732,1031,3916,54998,2917,138375,2011,2069,12,.48,5
2062,1,1,2,5946,515,2755,31943,1738,88048,1206,2953,0,.5,3
2063,3,6,18,2646,1940,2709,25703,1033,70008,1285,674,71,.41,9
2064,1,2,5,5500,577,1069,20800,567,48278,686,2518,44,.47,2
2065,4,10,26,857,1378,3776,19476,746,43870,411,6,0,.38,2
2068,1,2,3,4817,889,2903,21690,1091,219453,3293,1892,0,.56,5
2069,4,10,27,4926,1290,2880,15473,571,86715,1055,2190,37,.57,0
2071,2,4,12,4719,1146,4147,71679,2465,169330,2181,2037,43,.54,5
2073,4,10,26,3697,1232,5030,42210,2012,47560,449,31,156,.43,0
2074,3,5,16,3334,1746,2154,22758,800,50225,700,1411,37,.42,5
2075,2,4,10,7311,426,1015,32728,1259,82820,849,3934,18,.54,2
2076,2,4,12,5226,791,1890,35481,995,12402,302,2121,0,.45,6
2077,4,10,26,2650,1495,878,19523,653,31673,348,356,83,.5,0
2078,1,2,5,5176,859,3774,49559,2437,34850,565,2293,0,.5,3
2079,4,10,26,2558,1810,631,24618,1000,3075,50,373,122,.46,0
2080,4,10,26,3037,1923,2958,15006,533,47868,545,560,523,.59,0
2083,1,2,3,5811,566,2317,29459,1712,126998,1853,2312,0,.51,3
2085,3,6,19,3782,1283,4017,49924,1364,146883,1680,1259,0,.44,7
2087,3,7,21,1237,3146,1836,37556,1363,36900,520,39,583,.53,23
2091,1,2,4,4429,1179,1120,20278,970,102398,1448,1573,28,.5,7
2092,3,5,14,4952,899,2208,30527,1293,53403,926,1945,0,.52,5
2094,2,3,7,5735,613,1606,19861,619,68880,567,2547,28,.62,3
2095,4,10,26,1275,1151,2100,19373,892,24190,241,42,13,.33,1
2096,1,2,3,4663,907,388,5701,287,34953,509,1909,63,.61,4
2097,1,1,1,6051,620,1012,20359,1215,85075,1229,2340,15,.48,3
2101,2,3,6,6233,696,2496,23700,852,39463,405,2931,0,.56,3
2102,2,4,12,5023,980,8414,43929,1050,129560,1421,2114,17,.47,6
2103,2,3,6,5955,726,2304,19090,661,87945,888,2737,0,.55,4
2108,4,9,24,2022,2082,1333,24389,772,36183,636,310,137,.44,0
2110,2,4,12,4935,1129,6895,109208,2323,123103,1435,2073,34,.48,5
2111,2,4,10,8486,455,5481,33049,1112,55658,520,4775,0,.58,0
2112,3,7,21,1073,3717,1200,42868,1556,7175,78,109,750,.45,14
2114,1,2,3,7285,374,1188,69390,2133,40898,512,3263,20,.6,2
2115,3,6,19,4044,1233,1213,21871,653,25830,239,1433,23,.43,8
2119,1,2,3,6575,382,3125,28193,1181,118798,1530,3317,4,.68,2
2120,4,10,26,1233,774,1660,21229,1112,26650,277,0,34,.39,2
2122,2,3,7,6195,489,2232,24276,866,148933,1526,2984,13,.61,2
2123,3,7,21,1409,2824,2711,45690,1895,11685,278,76,430,.4,18
2125,3,7,21,1232,3533,1755,34171,1819,38130,528,168,649,.42,14
2127,4,10,27,4331,629,1160,34035,1056,40898,512,1236,23,.52,0
2128,1,2,3,6698,362,1664,31322,1289,85485,1193,3208,8,.6,2
2130,1,2,4,5281,823,964,41149,1967,33415,472,2219,14,.52,4
2131,4,10,26,1260,2046,470,9045,233,35158,323,78,157,.43,0
2132,1,2,3,7713,315,2276,35529,1549,67445,904,3263,0,.51,3
2133,2,3,7,5699,623,13552,38883,1404,113878,1293,2642,0,.61,3
2134,1,1,2,5844,518,1404,24222,1142,84768,1321,2525,0,.53,4
2136,4,9,24,768,5045,999,21178,638,12403,312,17,1845,.42,0
2137,4,9,24,815,4892,2190,45134,1630,52378,903,0,1837,.43,0
2139,4,10,26,1680,1500,1415,13645,494,50943,480,66,13,.37,0
2140,3,5,15,3248,1509,3420,41166,1489,42743,600,1013,66,.43,8
2141,2,3,8,6913,396,1287,28361,965,126075,1386,3428,44,.56,1
2142,3,5,14,4705,1252,983,12154,487,54940,745,1860,0,.53,5
2144,1,1,2,6103,551,1997,11314,573,11685,303,2707,9,.71,3
2146,1,2,5,5271,740,581,40709,2008,18245,259,2229,0,.49,4
2147,2,4,11,4621,1469,1703,54288,1465,95018,1024,1781,129,.61,4
2148,4,10,26,1360,957,1772,18524,831,38643,378,69,16,.39,2
2150,4,8,22,6250,356,1328,14286,411,56170,549,3119,0,.65,0
2151,1,2,3,6685,437,2692,68168,1589,82513,1169,3315,0,.5,2
2153,2,4,12,4611,1392,2236,23601,623,50635,794,1846,95,.54,7
2155,3,6,19,4046,1122,2434,31912,958,49098,506,1452,6,.42,7
2156,3,5,16,3040,1867,1325,18656,788,22653,418,867,62,.4,10
2157,2,4,11,6113,737,754,15409,431,99323,1076,3117,0,.55,3
2159,3,5,17,55,5094,1903,41087,1462,5023,100,35,724,.4,30
2160,4,10,26,2380,1077,1823,17210,423,41410,341,230,18,.53,0
2161,2,3,8,6615,440,2250,14487,531,87843,970,3141,11,.6,3
2162,2,4,10,8678,321,1426,30906,909,145858,1195,4756,0,.58,0
2164,4,10,26,1085,1249,2010,25648,1084,48175,464,0,75,.38,2
2168,2,3,7,5956,555,2169,23092,719,68573,538,2536,29,.61,2
2170,2,4,10,8969,427,5262,37184,1028,53300,568,5591,8,.68,0
2173,2,4,11,5388,914,4570,59355,1971,84665,922,2375,20,.6,5
2174,3,5,15,3239,1615,3208,38255,1335,42743,781,850,83,.46,8
2176,2,3,6,7316,340,2132,42326,1509,88663,722,3605,0,.58,2
2178,3,7,21,1257,3476,2030,51583,1632,34235,495,207,523,.39,14
2179,4,10,26,1172,599,1204,25440,1099,44383,409,25,62,.4,0
2183,2,3,8,6054,607,6270,69458,1319,95735,1053,2855,0,.55,2
2186,3,6,18,4392,1130,2439,25614,728,110393,979,1608,49,.42,7
2191,3,5,16,3329,1749,2560,49542,1521,73800,967,1333,22,.42,5
2192,2,4,10,7379,433,1680,18073,483,56888,545,3919,27,.61,2
2193,2,4,12,4975,1052,1330,14668,398,47560,768,2358,14,.55,5
2194,4,10,26,1602,469,2244,14027,507,30545,298,35,8,.45,0
2195,4,8,23,6627,842,2132,38201,872,83538,859,3206,23,.61,0
2199,4,9,25,1876,3816,1132,33397,1235,36490,460,252,1238,.53,0
2203,3,7,21,1143,3358,6726,93990,3411,47150,567,161,576,.43,17
2205,4,10,26,1191,1903,1762,19912,804,61500,565,69,166,.37,0
2212,4,10,27,4748,200,4514,77835,1416,96145,1324,1453,0,.54,0
2214,1,1,2,6396,468,2916,11597,231,112853,1628,2962,18,.51,3
2216,2,3,8,6752,376,812,26057,886,46740,558,3176,0,.56,2
2217,3,5,17,594,3609,1824,26658,1092,2563,50,45,442,.38,22
2219,3,5,17,2006,2216,2244,24119,945,23370,402,372,115,.42,20
2220,3,7,21,1541,3307,2673,67602,1762,39770,425,242,724,.45,9
2221,2,4,10,8220,440,881,16094,582,8815,77,4593,0,.51,1
2222,4,10,27,6748,169,144,20554,556,3588,51,3016,19,.6,0
2223,3,7,21,2244,2745,690,29353,1065,31878,414,418,574,.5,7
2224,3,7,21,2412,2527,6091,63569,2034,132123,1558,638,410,.52,6
2225,4,10,26,2244,1552,1638,52579,1104,63960,538,239,54,.52,0
2226,2,4,12,5265,924,2322,51473,1518,46740,685,2392,11,.6,4
2227,2,4,10,8311,487,2880,18172,535,67035,605,4710,0,.59,1
2229,3,7,21,1215,4062,2342,40343,1086,42743,466,185,1108,.44,7
2230,3,6,19,3336,1629,2080,40463,1194,57298,588,1000,90,.37,10
2232,1,2,3,4745,1033,1055,8032,404,97170,1418,1908,5,.58,5
2234,1,2,3,6593,448,1730,10748,576,119720,1399,3043,12,.56,2
2235,1,1,2,6932,342,3761,15647,829,218838,2582,3578,0,.51,2
2236,4,9,24,1031,4415,1344,43882,1845,41205,766,90,1508,.46,0
2237,1,2,5,5207,809,2132,41527,1391,70828,764,2245,9,.46,2
2239,2,3,7,6389,542,2860,17947,559,86100,977,3271,0,.6,1
2241,4,10,26,1194,1498,1839,21707,1082,20193,216,34,131,.4,1
2243,2,3,9,8447,336,2210,82840,2587,96760,938,4798,20,.57,0
2244,3,7,21,2278,2463,1676,27081,1172,25113,360,433,456,.45,5
2245,3,5,14,4687,1257,4899,95065,4221,122590,1625,1898,27,.47,5
2249,1,1,2,5819,524,1176,12321,621,65395,1074,2574,0,.51,3
2250,4,10,26,1159,1360,517,11253,486,12198,112,13,75,.4,1
2251,2,3,9,7118,427,1950,27613,1059,70008,738,3597,0,.66,3
2252,4,10,27,5371,244,760,35580,591,2563,36,1550,13,.56,0
2254,1,2,3,5051,816,2400,25982,1307,111110,1621,1959,27,.55,5
2255,1,2,5,4281,1326,2121,33895,1563,7176,283,1701,82,.54,5
2256,2,4,11,4511,1271,1080,36904,1071,75338,863,1985,90,.54,6
2257,3,7,21,2228,2519,1736,48276,1860,10045,201,426,433,.48,6
2259,1,2,3,4659,1060,1073,11649,586,65190,952,1911,19,.6,5
2261,2,4,11,4664,1242,2236,38180,1079,53403,656,1920,50,.53,6
2262,2,4,12,4290,1494,1872,19820,530,81488,1027,1711,112,.45,6
2263,1,2,4,5300,905,1331,23379,1243,52378,809,2010,27,.49,4
