DOEID,REGIONC,DIVISION,REPORTABLE_DOMAIN,HDD65,CDD65,TOTSQFT,Y1_BTUEL,DOLLAREL,Y2_BTUNG,DOLLARNG,HDD50,CDD80,WSF,OA_LAT
2264,4,10,26,798,3555,4875,106499,4176,39053,359,0,1769,.44,0
2266,4,10,26,861,5092,915,37856,1636,2563,23,57,1633,.48,0
2267,2,3,7,5995,632,725,11413,365,48073,486,2962,7,.56,2
2269,2,3,6,6555,541,2772,20936,808,99528,786,3458,3,.59,2
2270,2,3,7,6052,618,2080,49948,1269,57503,551,2877,0,.58,2
2271,4,10,27,5709,197,2332,31005,818,101270,1287,1852,0,.56,0
2272,4,9,25,2745,2060,2030,39084,1538,45203,469,1108,71,.46,0
2273,4,10,27,12525,0,2615,35318,1579,167075,1699,6297,0,.63,0
2274,1,1,2,6047,565,3060,20663,1161,22755,397,2847,0,.53,4
2275,4,10,26,1163,1171,1529,19987,893,6560,117,0,14,.39,2
2277,2,4,10,6229,613,1856,17254,735,64780,700,3230,6,.56,4
2282,2,4,10,8363,292,980,25665,755,95325,828,4999,12,.54,0
2283,1,2,3,4828,854,1789,19117,962,9943,146,1859,5,.59,4
2285,3,5,17,1494,2648,2794,49232,1840,2563,50,220,317,.39,21
2287,1,2,3,7206,248,2456,11103,620,79335,1169,3497,9,.52,1
2288,1,2,3,4666,934,854,26484,1332,69393,1295,1923,28,.57,4
2289,4,10,26,848,1387,200,4814,0,24805,217,0,60,.39,0
2290,1,2,3,4674,903,674,10048,471,67138,980,1873,0,.61,5
2291,4,9,25,5107,697,1330,47011,1958,54838,752,2035,22,.59,0
2292,2,3,8,6696,443,2392,26204,998,133660,1469,3496,0,.61,1
2293,2,4,12,4818,1118,3288,58543,1324,33928,417,2092,18,.47,5
2300,4,10,26,2516,2098,2150,44837,2012,46228,495,374,268,.49,0
2302,2,4,12,4765,1073,3951,42084,941,82205,1105,2057,8,.48,6
2303,4,10,26,1177,1534,2942,140677,11409,91943,906,0,50,.39,1
2305,3,7,20,2750,1967,1372,68250,2090,37515,636,797,180,.41,10
2307,1,1,2,5747,703,372,13058,638,6253,90,2485,28,.53,4
2308,4,9,24,1067,3757,1004,37744,1187,12198,211,51,1049,.43,1
2310,4,10,27,4685,319,5474,32465,773,82615,1075,1296,0,.56,1
2311,2,4,12,5030,993,4075,44547,1020,73288,1000,2076,28,.47,6
2312,2,4,10,8057,559,4380,19128,667,58630,540,4817,37,.58,0
2313,3,7,21,2467,2474,3915,21949,950,51455,636,657,449,.53,6
2314,3,7,20,2932,1947,1200,34140,1236,68368,1039,879,125,.44,12
2315,4,10,26,2273,1896,3565,32806,1232,42128,416,266,136,.47,0
2316,2,3,6,7130,378,978,6971,337,47868,442,3823,17,.58,2
2319,4,10,26,1969,2517,2700,35901,1551,70725,705,219,445,.44,0
2321,2,3,7,5836,672,2550,30125,938,130483,1499,3356,17,.58,3
2322,3,7,20,1115,3228,624,20073,667,21730,279,89,462,.35,19
2323,4,10,26,1168,1524,2985,20673,921,29828,320,167,42,.41,0
2324,3,7,21,2249,2576,2195,48539,1701,45715,577,546,483,.52,8
2325,4,10,26,1787,1675,1264,27429,1185,80053,723,1508,0,.58,0
2328,4,8,22,7464,91,1885,17452,883,128843,1094,3614,0,.65,0
2329,1,2,3,5366,601,1024,28108,1786,99938,1458,2182,8,.57,5
2330,1,2,3,4909,874,2000,54145,3238,110495,1612,2097,1,.51,4
2331,4,8,22,6077,445,1341,26620,811,79335,679,2672,19,.59,0
2332,2,4,12,4875,947,1721,26330,723,102090,1425,2055,40,.53,6
2333,4,9,24,1061,4355,3366,62951,2793,52070,893,86,1388,.47,0
2336,1,2,3,5290,679,1800,10349,680,3588,52,2106,45,.52,3
2338,3,7,21,2273,2417,1462,59389,2211,33518,491,552,404,.53,6
2340,1,2,3,4678,930,840,13286,668,5023,74,1927,26,.57,5
2342,2,3,6,6582,553,3501,27852,1019,141553,1023,3139,50,.6,2
2344,2,4,12,4835,1149,1710,31967,764,54018,801,2003,37,.45,5
2346,1,2,5,5794,586,3565,31708,1268,79130,996,2570,0,.54,1
2347,1,2,3,6537,399,1800,17186,797,73903,1063,3179,2,.65,2
2350,1,2,3,4801,846,2297,44421,2234,98913,1443,1725,18,.58,4
2351,4,10,26,1407,1257,715,12160,525,22243,204,41,135,.38,0
2354,1,1,1,6927,468,755,7953,467,80360,1203,3479,0,.5,2
2358,4,10,26,788,1447,837,14774,628,45305,405,0,0,.39,1
2360,3,7,20,2766,1955,2059,48123,1703,90200,1274,814,141,.4,11
2361,3,7,21,2156,2752,1488,27310,1162,7380,196,404,442,.47,0
2362,2,3,6,5706,790,3712,52958,1750,92455,810,2851,34,.55,4
2365,4,10,26,2875,87,400,5504,238,6253,57,75,0,.52,1
2366,4,8,22,6405,218,1222,16507,484,106293,1084,2791,10,.75,0
2367,1,2,4,5050,785,3120,53923,3029,127510,1942,2105,52,.51,6
2368,2,3,7,5740,746,8121,49982,1663,160720,1674,2260,18,.55,4
2371,2,3,7,6174,614,2748,39303,1361,76568,1057,3027,0,.62,2
2373,4,10,26,2425,990,2400,17186,427,16810,212,192,39,.53,0
2374,3,7,21,1145,3471,1776,42203,2093,67240,840,129,672,.41,16
2375,2,3,6,6507,545,3150,78821,2683,158260,1190,3139,0,.59,3
2376,2,4,10,6749,491,1700,22321,915,107113,1080,3298,8,.58,2
2377,4,10,26,872,1363,1008,1870,165,35568,372,0,14,.36,1
2378,2,4,10,8218,258,2625,18541,684,93480,946,4279,0,.51,1
2379,3,7,21,2283,2519,3496,73017,2910,67855,1073,512,554,.49,7
2381,2,4,10,7181,613,2350,55537,1686,76363,717,3736,13,.56,1
2384,1,1,1,5635,601,756,10761,492,50943,847,2527,12,.59,3
2388,2,4,11,5298,1043,4100,53933,1539,91123,1052,2369,59,.51,5
2389,3,5,17,1233,2706,1890,48471,2136,41410,640,176,125,.39,18
2390,3,6,18,1798,2562,1280,70932,2177,5843,203,347,192,.42,21
2391,1,1,1,7544,319,487,5504,265,56990,914,4164,18,.56,2
2393,2,3,6,4413,1382,1125,31612,1044,116850,1023,1873,54,.53,6
2397,4,8,22,5765,490,4330,34570,1013,89073,765,2347,0,.61,0
2399,2,4,10,8102,414,6286,60846,1791,155800,1275,4656,15,.59,1
2401,4,10,26,1730,1456,1400,19230,773,23165,260,126,34,.4,0
2403,2,3,7,5536,554,1850,16589,585,68573,800,2425,17,.43,4
2407,1,2,3,6592,366,1032,19315,972,81898,1061,2996,0,.54,3
2408,1,1,1,5787,561,1389,7834,387,16913,282,2382,34,.57,5
2410,2,3,9,7007,489,1568,5207,277,57503,652,3412,0,.65,3
2411,3,6,19,4073,1179,3316,34069,935,93275,852,1092,29,.42,7
2412,4,10,26,765,1752,2917,29033,1150,27470,232,17,20,.34,0
2413,3,5,17,347,3966,2040,8793,364,3588,71,24,347,.36,28
2415,2,3,9,8349,356,2517,61979,2111,88355,1038,4790,0,.57,1
2416,1,2,3,5025,839,5088,34482,2139,120028,1751,2088,0,.52,4
2417,4,10,26,1242,599,1968,18636,754,27880,281,0,29,.4,2
2419,2,3,8,7023,315,1940,19268,683,64575,716,3400,0,.56,2
2420,1,2,5,5784,608,2613,15879,891,142885,2031,2429,8,.55,4
2421,1,2,3,6602,435,500,12566,632,63858,931,2739,2,.49,3
2422,2,4,11,6419,767,3038,11454,401,44485,312,3250,4,.54,2
2423,3,7,21,2247,2613,1548,49720,2267,72365,867,633,541,.53,6
2424,1,2,4,4990,755,1920,33076,1797,112238,1717,2134,14,.52,7
2425,4,10,26,2412,699,4296,25293,1127,53403,560,139,0,.48,1
2426,4,10,26,2601,219,1933,23099,830,46330,431,113,26,.49,0
2427,3,7,20,3747,1802,352,17783,526,13223,240,1527,108,.54,6
2432,4,8,22,6403,399,4953,25290,729,86203,683,2558,0,.63,0
2433,1,2,3,4594,1057,3120,34420,2370,186448,2826,1783,30,.56,5
2437,4,10,26,786,1459,775,17350,635,12198,113,13,13,.33,1
2438,2,4,11,4723,1348,5149,40456,1166,83128,948,2325,34,.51,5
2439,3,7,21,1139,3367,3600,30879,1359,67343,832,144,628,.42,15
2441,3,7,20,3779,1527,1363,69745,1983,101373,1144,1409,116,.54,4
2444,4,8,23,5877,759,3401,20994,591,85485,751,2795,23,.54,1
2448,3,5,15,2828,1833,2080,18589,619,40693,751,805,67,.38,7
2450,2,4,12,4247,1509,5739,204352,3622,191163,2015,1715,113,.54,5
2451,3,7,21,2364,2478,2550,37228,1351,22653,343,460,490,.51,2
2454,2,3,6,5893,741,3240,30636,916,86510,895,2705,0,.56,4
2455,1,2,4,5038,879,626,9042,432,60680,857,2353,23,.46,5
2458,1,2,4,5495,733,4082,47191,2587,146780,2128,2683,0,.56,3
2459,1,2,4,4425,1011,639,15849,851,55760,929,1742,16,.5,6
2461,4,10,26,1389,1275,1674,26958,1086,24805,277,78,0,.42,0
2462,2,3,8,6216,580,829,15057,595,54325,624,3041,19,.57,3
2463,2,4,11,4998,1262,950,22761,778,97785,1071,2352,0,.52,5
2464,3,7,20,3381,1606,837,33294,1047,41820,538,1188,113,.54,5
2465,4,10,27,4691,397,1574,10253,343,29213,497,1393,0,.51,1
2466,4,10,26,1142,629,2469,9560,363,32390,349,9,90,.39,0
2467,4,9,24,1029,3853,640,31721,997,10763,185,92,1062,.43,0
2468,4,10,26,1974,2512,1012,13651,466,20705,218,253,434,.43,0
2470,4,10,26,2843,105,3840,25965,1598,52378,579,125,4,.54,1
2472,2,3,9,7751,255,3200,15504,634,94505,990,3810,0,.67,2
2477,2,3,6,5720,737,566,74385,2240,218428,2152,2568,0,.56,3
2480,2,4,11,5428,900,2889,52917,1503,94300,1059,2364,87,.51,6
2484,4,10,26,1081,1253,1170,14859,446,37720,310,24,0,.39,3
2486,2,3,9,7792,363,1911,23939,857,52480,586,4097,0,.57,1
2487,4,9,25,3899,1426,1125,43796,1360,98400,784,1362,70,.53,0
2489,1,2,3,4664,1059,425,12051,606,21115,309,1849,28,.58,3
2491,4,10,26,2327,2328,715,26859,658,14453,112,238,371,.44,0
2493,4,10,27,5667,208,3817,69550,1265,60988,828,1891,0,.55,0
2495,1,1,2,5919,440,2376,9946,593,133660,1928,2481,16,.51,4
2497,2,4,12,4252,1507,5513,46011,1059,106190,1309,1782,54,.54,4
2498,4,9,25,3841,1492,1980,33189,1042,74108,619,1297,83,.56,0
2502,4,10,26,1267,581,759,19257,832,16913,156,28,10,.39,1
2503,4,8,23,5960,747,2209,31800,838,95735,778,2743,0,.55,0
2504,2,3,7,5495,676,2377,29173,1134,156620,1136,2654,33,.57,2
2505,1,2,3,4917,858,1186,19527,982,6355,92,1853,0,.58,5
2514,1,1,1,5718,579,568,20138,921,9738,163,2417,22,.6,4
2515,2,4,12,5762,785,2970,50354,1774,65600,953,2516,30,.51,5
2518,2,3,7,5257,888,1288,44892,1598,59655,678,2306,0,.5,3
2519,1,2,3,4706,893,888,8991,743,89585,1307,1862,32,.59,5
2521,1,1,2,5955,513,880,16378,800,78925,1143,2870,3,.52,3
2526,2,4,12,4160,1540,4496,16511,448,87433,1085,1746,112,.45,6
2527,3,7,21,2011,2889,1040,23594,856,60065,730,479,621,.52,7
2528,3,5,17,702,3543,2401,45079,1822,2563,50,110,279,.4,20
2529,4,8,23,6118,485,7413,77797,2338,172508,1504,2674,62,.63,1
2530,2,4,12,5180,948,1458,32080,1069,121360,1570,2532,0,.51,5
2531,4,10,26,1229,1856,2491,44926,1941,26548,292,58,124,.4,1
2533,1,2,3,4791,1018,2354,50750,3302,11685,171,1847,74,.58,4
2535,1,2,3,4972,840,700,15883,799,27470,401,1892,31,.56,5
2536,3,7,21,2474,2368,1430,10437,507,35363,482,471,487,.51,1
2537,2,3,6,6200,704,666,8458,409,71443,625,3005,23,.58,2
2538,3,6,18,3400,1567,3063,52166,1412,3280,36,1115,19,.46,10
2541,3,7,20,1106,3387,2158,47802,1493,63448,835,91,611,.48,19
2542,4,10,26,2751,1290,1008,31636,1449,49405,535,263,18,.54,0
2543,2,4,10,7959,163,1992,11185,404,128228,1080,3715,17,.69,0
2547,2,3,9,7913,300,1650,34854,1334,15990,244,4233,0,.59,1
2548,2,3,7,5336,891,3168,20264,638,59040,826,2364,0,.48,3
2549,3,5,14,5397,792,935,65831,1665,7790,112,2218,10,.44,3
2550,1,2,3,5800,569,1600,26255,1667,4510,65,2566,0,.52,4
2553,2,4,11,6265,847,1700,13699,471,79130,538,3086,24,.55,2
2554,2,4,10,7691,516,10018,87607,2313,149035,1110,4326,0,.67,1
2558,4,10,27,6191,697,1288,37924,767,51558,722,2816,10,.56,0
2560,1,1,1,6735,429,653,10407,499,88150,1320,3302,22,.56,2
2561,4,9,24,1043,4382,4890,54749,2189,36080,667,64,1258,.45,0
2562,4,9,24,1000,4509,2592,38010,1572,45408,791,69,1594,.43,1
2564,4,9,25,1921,3775,1876,43906,1656,53403,669,267,1100,.54,0
2565,4,8,22,6325,371,1596,15453,511,50943,495,2697,3,.61,0
2566,1,1,2,5667,724,1196,14798,724,100553,1457,2524,23,.54,3
2567,3,6,18,3853,1413,986,34424,968,60783,570,1418,20,.42,7
2570,3,7,21,2283,2572,675,19738,716,37925,492,606,537,.53,7
2572,3,5,13,3954,1361,2941,58007,1866,73801,1077,1517,36,.49,6
2573,2,4,10,7980,449,6411,43895,1379,157850,1308,4401,10,.57,1
2575,3,5,15,2429,2111,2654,28978,963,78925,907,495,210,.41,10
2576,2,3,7,5225,897,1501,12795,450,63858,725,2365,0,.5,4
2577,1,2,3,4703,1046,866,13607,684,5023,74,1882,67,.58,5
2579,3,7,21,1230,3161,2112,32602,1183,16913,185,75,622,.52,22
2580,1,1,2,6770,414,2364,18046,711,135608,2123,2965,22,.5,2
2581,4,8,23,7409,314,4116,31571,823,91430,763,3678,19,.7,1
2583,1,2,5,4458,1252,2625,45687,1553,132635,1702,1772,21,.52,5
2584,4,10,26,1145,1406,588,24157,1044,21833,201,0,61,.38,0
2585,2,3,6,6264,688,1031,21342,806,100040,876,3071,0,.56,4
2587,3,5,16,1725,2317,1300,60324,1974,2563,37,233,136,.44,18
2588,2,4,10,7616,472,2418,38880,904,82308,851,4187,15,.59,2
2589,2,4,10,6642,620,2784,83536,2686,69290,664,3679,49,.57,3
2591,1,2,3,4571,1088,1000,16152,812,31570,461,1869,14,.59,4
2592,4,10,27,784,333,585,8284,712,21833,774,6,3,.48,23
2594,1,2,3,6533,404,1469,16917,497,175378,2370,3244,0,.64,3
2597,1,2,3,4688,899,806,20684,1040,6150,90,1884,39,.6,5
2598,3,5,15,3074,1704,1984,39948,1358,97990,1066,821,80,.39,7
2601,4,8,23,5908,751,4331,45062,1256,68163,594,2767,45,.54,0
2602,4,8,22,6268,475,5766,67773,2408,133045,1331,2740,0,.58,0
2604,2,4,10,8717,180,4890,43001,1488,168715,1497,4736,0,.7,1
2609,2,4,12,5582,834,975,25010,923,63550,921,2538,28,.53,5
2610,3,7,21,2392,2413,3888,91332,3314,98298,1171,579,357,.52,6
2611,2,4,11,6295,694,3600,45758,1326,54018,645,3002,0,.54,3
2614,1,1,1,5583,615,1516,18363,863,84870,1551,2386,0,.56,3
2616,3,5,15,1964,2561,987,46021,1491,6765,207,378,276,.39,14
2617,1,2,4,4508,900,2028,21021,1024,99938,1613,1529,56,.54,7
2618,2,4,11,5425,903,4290,44332,1436,82000,889,2372,16,.59,6
2620,3,7,21,2224,2471,2016,35113,1274,68265,803,563,383,.54,7
2623,4,10,26,1450,1214,608,20939,609,2152,58,32,146,.38,1
2624,1,2,4,4745,881,680,13058,713,56990,821,1873,3,.6,5
2625,3,7,21,2307,2501,3744,67339,2677,68163,557,700,294,.52,7
2627,4,8,23,7309,335,1770,27985,720,103935,852,3159,0,.72,0
2628,3,5,13,4284,1330,6435,137101,4103,111315,1587,1680,27,.5,7
2629,2,4,11,6436,731,1256,31697,827,61500,374,3336,0,.56,3
2630,2,4,10,5847,754,4400,26965,766,104858,825,3364,0,.56,2
2632,2,4,10,7134,623,5993,32933,969,25215,308,3804,52,.58,1
2633,1,1,1,6371,432,990,8851,434,132123,2199,2698,6,.52,3
2635,4,8,22,7399,162,10148,69178,1984,198338,1796,2858,6,.63,1
2636,4,10,26,976,1841,693,9083,279,26753,280,4,76,.34,0
2637,4,8,23,6056,714,2052,21827,611,70828,626,2793,6,.56,0
2640,2,3,7,6498,609,1111,14965,417,71955,759,3208,35,.57,3
2641,3,7,21,3624,1621,1980,40879,1483,83845,875,1215,87,.69,0
2642,1,1,1,5729,636,1539,29480,1759,5023,73,2302,17,.58,4
2643,3,7,21,2384,2421,2262,50870,1846,53403,653,550,354,.51,7
2645,1,2,4,5196,816,2961,21943,1116,99118,1497,2682,0,.56,3
2648,4,9,25,2831,1984,3987,65742,2507,130175,1033,557,184,.49,0
2651,2,4,12,4842,1147,3136,24427,619,88663,1137,1988,42,.45,6
2652,1,2,3,6551,396,3746,8860,512,124640,1819,3258,0,.64,2
2653,2,4,10,7448,343,4831,92202,2957,3280,32,4077,5,.53,2
2654,1,1,1,6151,595,3010,20025,1245,117978,1705,2405,52,.49,3
2655,3,5,17,597,3857,2860,39566,1718,11993,330,36,419,.37,19
2656,4,10,26,1373,695,840,9277,364,38950,434,25,0,.37,2
2659,4,10,26,1126,1208,880,28347,1119,42230,311,0,18,.33,1
2660,1,2,3,7459,214,1434,8875,417,5023,74,3839,0,.52,2
2661,4,10,26,761,1491,989,9905,266,31160,249,29,32,.37,0
2662,4,10,26,3060,580,1800,13034,476,28188,301,415,0,.55,0
2663,4,10,26,1313,2047,1537,17991,594,35055,299,116,148,.43,0
2665,3,7,20,3892,1722,2907,50139,1476,136223,1374,1492,222,.59,4
2666,2,4,10,7909,477,3588,23478,649,161950,1397,4385,6,.59,1
2669,3,7,20,3494,1857,1248,30776,979,45613,622,1222,215,.57,4
2670,4,10,26,1342,1136,7568,33434,2225,3280,30,40,0,.38,1
2671,1,1,1,5619,666,1554,13914,830,71955,1097,2347,2,.56,4
2675,1,1,2,5973,508,502,10222,499,54530,790,2964,0,.53,3
2676,4,10,26,755,1645,1452,15497,450,66113,511,2,63,.34,1
2677,1,2,5,5321,725,3821,60631,2904,40693,639,2284,27,.5,2
2682,1,2,3,5465,626,3059,18780,1191,181835,2829,2121,22,.52,5
2684,3,5,16,3958,1253,1144,36392,1066,59758,671,1364,0,.42,7
2686,1,2,3,6066,555,691,15487,779,71853,1048,2614,8,.56,3
2688,3,7,21,2283,2572,2124,19022,891,41820,539,639,527,.52,7
2689,3,7,21,1823,2988,2066,49573,1839,46330,610,329,566,.45,7
2690,2,4,10,7175,475,2296,10069,315,49815,478,3989,1,.62,2
2691,4,9,24,979,4365,644,46731,1852,6150,107,0,1506,.42,0
2692,1,2,3,4698,896,1667,17176,864,1640,168,1873,3,.61,5
2694,4,8,22,6136,343,3424,37255,1079,83435,700,2717,0,.62,0
2695,1,2,3,5100,817,6023,26136,1640,132533,1934,2138,24,.51,4
2697,2,3,9,8818,185,3752,24601,966,118388,1176,4724,23,.59,1
2698,1,2,4,4852,847,2245,69571,3714,106088,1578,1948,26,.5,3
2701,3,6,19,3829,1564,1428,30370,1084,2563,30,1364,55,.43,10
2703,3,5,15,3116,1682,2516,58123,1905,54428,933,869,49,.47,8
2705,3,7,20,3331,1812,2193,39354,1147,80258,1165,1100,100,.46,11
2706,1,2,3,4780,870,1937,17101,1240,46023,672,1816,0,.62,5
2707,3,7,21,1615,3346,5305,33189,1282,45920,608,359,675,.43,6
2708,4,10,26,2849,101,3954,30377,2101,51968,597,143,6,.55,0
2712,3,5,17,1227,2719,2592,32796,1364,32390,524,168,123,.39,19
2713,1,2,4,4987,807,4224,40674,2144,119925,1774,2033,32,.5,4
2718,4,9,24,939,4744,3442,94386,3524,20910,445,4,1791,.5,0
2720,4,8,23,6149,791,1683,42725,1569,59758,523,2665,43,.56,0
2725,2,4,10,7722,535,2980,28330,934,93378,839,4325,48,.52,1
2726,3,5,15,3156,1286,1056,32591,1052,44998,438,795,65,.36,7
2727,2,3,8,6072,603,2200,62088,1181,83230,889,2897,29,.53,3
2729,4,8,23,7248,347,1012,21700,568,89175,827,3640,4,.65,0
2730,4,8,22,6568,358,3774,40790,1195,150265,1157,2920,7,.61,0
2732,3,6,19,4018,1484,1517,25982,680,45920,510,1528,60,.44,9
2733,1,1,2,5545,635,4500,46540,1883,226833,3088,2938,3,.57,3
2734,3,5,17,543,3733,2880,16842,726,6150,122,4,431,.39,22
2735,4,10,26,1211,691,1457,9053,338,26445,243,15,4,.4,2
2736,4,10,26,2266,642,1344,19947,555,37105,374,115,25,.47,0
2737,2,3,9,7069,323,3143,35969,1342,80155,826,3427,0,.63,2
2738,1,1,2,6670,398,2790,43029,1971,79848,1163,3181,30,.56,3
2739,2,4,12,4265,1503,1700,39719,974,54735,817,1767,88,.46,6
2740,1,1,1,5475,704,674,11983,918,43768,632,2386,43,.61,4
2741,1,1,2,6470,554,2223,31912,1456,25113,469,3186,0,.55,3
2747,3,5,17,601,3827,8696,98999,3476,3895,77,49,443,.41,21
2748,4,10,26,1946,2547,3217,15907,550,10250,105,217,416,.4,0
2750,1,1,1,6804,413,1659,23092,898,91225,1420,3379,14,.54,3
2751,2,3,9,7861,310,3630,19530,778,140938,1389,4094,0,.6,1
2754,4,8,22,5426,720,795,10052,372,38643,331,2311,0,.58,0
2755,4,10,27,0,4006,1372,8608,611,20808,739,15,11,.36,27
2756,3,5,14,5007,882,4063,35413,1580,39463,685,1964,25,.51,6
2761,1,2,3,4771,1022,596,9270,703,38028,555,1915,12,.53,6
2762,2,4,11,6173,916,2142,101435,2720,91225,611,3199,3,.53,2
2763,2,4,10,7445,681,2938,16954,573,74518,669,4018,7,.62,0
2764,4,10,26,1572,497,2854,13556,494,44178,412,82,0,.44,0
2765,4,10,27,4802,361,2436,28207,913,82923,1174,1433,0,.57,1
2766,4,10,26,1373,1967,580,12529,541,46125,424,92,121,.44,0
2767,3,7,21,3706,1584,2894,75146,1814,88970,914,1218,157,.67,0
2768,2,3,9,7464,334,2340,16842,768,129663,1360,3966,0,.6,1
2770,1,1,2,5831,521,6633,43206,1981,58220,976,2491,18,.67,4
2772,4,10,26,1531,2064,3640,44049,2203,72775,670,72,112,.43,0
2776,2,3,9,8857,202,3168,55803,1908,48175,534,5037,14,.5,1
2778,4,10,27,5041,366,1352,13303,466,42538,578,1348,33,.47,0
2779,3,7,21,1410,2774,2610,68366,2791,91020,1032,100,457,.39,18
2781,3,7,21,1242,3511,5130,60986,2085,59245,760,162,514,.36,14
2782,2,4,12,5446,910,1175,63067,1850,66625,930,2635,4,.49,5
2783,1,2,3,6459,445,1139,6507,408,34953,510,3237,11,.57,1
2784,4,9,24,960,4629,2344,32380,1019,41820,557,49,1564,.47,0
2785,2,3,9,6961,346,4360,34741,1299,74005,788,3324,0,.62,2
2786,2,4,12,4888,1296,2516,25733,900,93173,1093,2004,75,.5,5
2787,3,7,20,3475,1737,1224,29964,883,38233,656,1138,73,.48,12
2791,1,2,4,4664,974,8844,71966,3846,157543,2283,1988,2,.49,5
2792,3,5,13,4044,1327,5264,130024,3728,33005,529,1411,23,.47,6
2793,4,9,25,4033,472,1509,25314,865,61090,530,616,78,.53,0
2795,4,10,26,2255,1544,2240,12856,343,56170,596,261,51,.52,0
2797,4,10,26,1380,559,907,27733,1150,11378,132,0,0,.39,2
2798,2,3,8,6451,511,2323,44318,1549,43665,535,2921,5,.58,2
2799,2,3,8,6725,398,4231,38266,1456,138683,1382,3236,0,.54,2
2800,2,4,10,7582,479,1844,12655,369,86613,907,4252,29,.58,2
2802,2,3,7,6518,378,2856,61044,1530,65703,624,3150,31,.58,3
2804,4,8,22,5507,698,7571,61388,1745,96863,804,2345,0,.6,0
2805,3,5,14,4062,1542,1428,14139,722,28290,433,1503,26,.51,5
2806,4,10,27,10272,9,980,19162,948,106805,1066,5691,16,.65,1
2807,3,5,14,4560,1164,988,26921,1180,41615,532,1905,0,.49,7
2811,1,1,1,5874,538,2208,33015,1481,63653,1123,2346,0,.58,4
2812,3,6,18,1647,2615,1200,34018,1318,24600,577,258,311,.43,17
2813,1,2,4,5250,919,2280,26996,1439,98810,1458,1996,23,.5,4
2814,4,10,26,1138,1946,651,21274,898,20398,187,54,122,.41,0
2815,4,10,26,793,1459,483,8660,233,20603,178,55,41,.38,0
2816,2,3,6,7161,406,5092,21086,732,109368,817,3291,11,.59,2
2817,1,2,4,5410,749,2103,35864,1954,129560,1877,3027,34,.56,4
2819,4,10,26,2435,1763,2206,17203,521,26650,259,368,198,.5,1
2821,4,10,26,2792,132,181,5572,241,18860,173,92,20,.53,1
2823,4,10,26,1419,1245,479,25508,1025,34338,316,40,56,.4,0
2824,2,4,10,7036,622,1312,8663,374,68573,686,3817,0,.52,0
2826,4,8,22,5886,494,4149,30998,920,75953,652,2525,0,.6,0
2827,2,4,12,4882,1145,5694,46413,1028,46843,764,1745,61,.55,6
2828,4,10,26,1142,1477,5460,43117,3094,48790,558,16,50,.4,1
2829,1,1,2,5605,741,1800,43970,1579,60065,823,2458,41,.55,3
2830,2,4,11,6390,682,5814,89630,4171,269165,2656,3046,25,.57,4
2831,4,10,26,2226,2635,483,14115,361,14453,131,293,450,.44,0
2832,1,1,2,6616,396,706,19766,951,73493,1065,3091,16,.5,3
2833,2,4,10,5713,788,1216,24689,710,83743,803,3049,0,.55,3
2836,3,7,21,871,4023,1913,30739,1494,53813,548,59,763,.51,21
2837,1,1,2,5494,452,2880,31933,1685,5023,73,2204,0,.61,2
2838,3,6,19,3184,1899,2137,42882,1130,90815,927,1115,103,.46,11
2839,4,10,26,1125,1588,1447,22932,996,37413,371,48,81,.42,0
2843,2,4,12,5385,927,997,42380,1257,13735,291,2519,30,.5,5
2844,4,9,24,1090,4272,2911,102111,3265,28188,543,59,1411,.47,0
2845,3,5,15,3146,1666,1600,18882,666,43665,485,875,104,.37,8
2846,3,7,21,1265,3445,2368,31749,998,31570,460,146,670,.43,17
2847,4,10,26,2690,698,747,21707,980,25010,254,117,74,.46,0
2848,3,7,21,1224,3624,2228,42432,1999,38335,539,124,663,.4,18
2850,2,3,9,7964,330,1280,35614,1171,62833,648,4078,27,.58,2
2851,1,2,3,6658,400,3376,15003,602,103935,1517,3067,0,.58,1
2852,3,5,17,2022,2199,2804,38661,1297,2563,50,358,134,.42,18
2853,1,2,4,4810,860,2035,31029,1628,6560,151,1920,0,.61,5
2854,4,10,26,886,1349,909,10195,229,16913,156,15,51,.35,0
2855,4,10,26,1190,1904,1490,19626,792,63345,653,59,99,.39,0
2856,4,8,22,5773,687,1936,26051,786,63345,560,2429,69,.58,1
2858,3,5,15,3069,1707,1362,16002,546,68778,1017,841,86,.45,7
2859,3,5,16,3217,1669,1760,33120,1090,65703,872,1088,22,.42,7
2860,1,2,3,5193,967,2400,58441,3903,125460,1981,1904,47,.54,5
2861,4,10,27,11642,0,2377,36020,1627,149240,1528,5237,0,.6,0
2862,3,6,18,1859,2579,4012,93987,3111,21935,307,377,242,.35,15
2863,3,7,21,1832,2973,2208,18172,630,39873,543,348,578,.45,6
2866,4,10,26,1358,1987,1803,27364,953,24908,227,89,171,.44,1
2867,1,1,2,5837,600,2496,22993,1087,92045,1395,2712,41,.51,3
2868,2,3,6,5860,700,100,4425,146,57810,507,2538,3,.56,2
2869,3,7,20,4200,1354,1055,24283,555,69393,609,1668,84,.54,7
2871,1,1,2,6266,475,6768,104830,4727,158670,2253,2875,0,.55,3
2872,4,8,22,5559,677,4512,44049,1236,93275,774,2335,0,.6,0
2874,2,4,12,4265,1503,2496,27115,683,96248,1185,1776,85,.54,6
2875,4,10,26,956,1959,1719,20967,1110,23575,261,0,153,.41,0
